,track_id,track_name,artist_name,release_date,danceability,energy,valence,tempo,duration_ms
268,0aSchN9e2PIuwej57T3eBB,Cariñito,Rodolfo Aicardi,2015-07-01,0.675,0.529,0.956,105.912,230307
269,7xOyhmrvCTViF2dqboiKZO,Keep Me Singing,Van Morrison,2016-09-30,0.677,0.491,0.647,91.784,219827
270,4EcJBIXjI5y9TA6CBfIljo,Rut,The Killers,2017-09-22,0.64,0.513,0.124,117.008,264480
271,6jMRqEHVRC3iamsSscJlbz,Life To Come,The Killers,2017-09-22,0.473,0.854,0.318,107.977,271933
272,1FE45v3BxmGjFiDwuSpeDJ,This Land Is Your Land,Sharon Jones & The Dap-Kings,2005,0.617,0.757,0.906,98.054,271440
273,4dcJyP7pAFnh27ZXzZFW6G,"Don't Call It Love - 12"" Version",Zero 7,2013-09-01,0.821,0.53,0.941,118.022,385987
274,2kUZWllQOPN4f6j4oHgGNc,Please Forgive My Heart,Bobby Womack,2012-06-11,0.53,0.51,0.437,136.005,270893
275,4WEaJQLlhlkOU7YJDLhn7x,Drinking in L.A.,Bran Van 3000,1997-04-01,0.568,0.707,0.663,171.968,236067
276,4XTGDKcerI21v4k1Au2H1L,Going To A Town,Rufus Wainwright,2007-01-01,0.561,0.454,0.2,124.037,244760
277,5b0NhtIB3jcJt6af2QWPra,Kingston Boogie,Young Gun Silver Fox,2018-06-08,0.824,0.686,0.814,120.287,306120
278,6NsNOf1RBVErTqrHEFYjQ4,Hallelujah (feat. Choir! Choir! Choir!),Rufus Wainwright,2016-08-12,0.213,0.362,0.15,184.34,293474
279,5rb29MoYiBwXzXCtJ94oa1,Mother We Just Can't Get Enough,New Radicals,1998-01-01,0.636,0.93,0.795,106.212,346067
280,3wBRiOgNkY97ysxkdD4HhU,Slow Mover,Angie McMahon,2017-10-09,0.544,0.478,0.422,94.935,190093
281,67YZtCviE4sEHmgRg5p5q8,Missing Me,Angie McMahon,2018-02-26,0.429,0.396,0.382,99.155,199880
282,7mimnm2QlSzW3J38FRMETP,Thinking of You,Sister Sledge,1979-02-15,0.661,0.846,0.911,101.068,266827
283,7aOor99o8NNLZYElOXlBG1,Highway Tune,Greta Van Fleet,2017-11-10,0.583,0.962,0.506,123.977,180640
284,1kGJ1dQNg1ryaNNlivmtWz,Happy Song,Alex the Astronaut,2018-10-24,0.587,0.609,0.594,82.302,257992
285,4CwpuCZcK6Vym6BZd8Pgfe,Two Trains,Little Feat,1973-01-01,0.631,0.755,0.763,95.364,187267
286,1US01PIcb3RFVrcN8mO8CS,Caravan - 2013 Remaster,Van Morrison,1970-02,0.641,0.397,0.57,81.962,300800
287,3yBgUv7hHzX1K7lpQ1XEr4,Coming Alive,Two Another,2018-10-12,0.634,0.594,0.119,93.955,235569
288,4FGmmkujpwdkexqLobrp80,Bad Self Portraits,Lake Street Dive,2014-02-18,0.553,0.599,0.683,167.88,204787
289,2g2zaYC7BYSu9kUpmu7Tjf,I've All I Need,Liam Gallagher,2017-10-06,0.537,0.815,0.506,114.018,249476
290,3KN0D3jPB4Hqi1xyuOoeKL,Highland Grace,Hiss Golden Messenger,2016-10-07,0.681,0.319,0.21,121.783,358440
291,0fYbhMj96zG9fpUK10e8kB,Don't Leave Me This Way,Harold Melvin & The Blue Notes,1995-02-28,0.472,0.679,0.544,120.197,366573
292,1hkC9kHG980jEfkTmQYB7t,Sing About It,The Wood Brothers,2013,0.588,0.382,0.72,95.239,221187
293,6lGEqHzDRqLo3YnbCuhzap,Every Breath You Take,Scott Bradlee's Postmodern Jukebox,2018-03-22,0.351,0.351,0.238,157.699,200360
294,63nkNgHkmfgjElTEnCzKYU,Rise,Gabrielle,2001-01-01,0.558,0.481,0.631,144.673,219093
295,0eSGV9tSAymkT7CCLEoWHy,On My Own,Whitney,2016-06-03,0.621,0.369,0.549,112.705,134240
296,6J212smZzpeOCYQ9DITMSC,A Matter of Trust,Billy Joel,1986-07-28,0.738,0.662,0.88,110.304,248747
297,1Qf2f55yIV8bMxWmEpJoTb,Chains of Love,The Arcs,2015-08-28,0.656,0.602,0.721,105.874,191213
298,3mKPBjLapWLnahIaJ3nZhQ,Confess,Jack River,2018-06-22,0.483,0.53,0.315,79.998,202007
299,4dBI72rgkmG0gTzswyBTzz,Sweet Thing - 1999 Remaster,Van Morrison,1968-11-01,0.518,0.385,0.712,86.604,265547
300,5hxttI33fq6Pj5jWabbEOz,Love Is The Law,The Seahorses,1997-01-01,0.278,0.817,0.697,90.309,462867
301,5I8ON2yVxXvAJwD0kYHRxW,Street Life,The Crusaders,1979-01-01,0.543,0.414,0.561,110.946,678200
302,6TCNlQ6SOAMmcoQUCFUlte,The Israelites,Various Artists,2005,0.776,0.542,0.975,73.555,161387
303,6h9AH81lpDbjcsBz2ClqAE,The Time Is Now,Moloko,2000-10-31,0.682,0.743,0.546,127.962,318280
304,6zeS1N6ls8cG4TMablZtFu,Who's Got You Singing Again,PREP,2016-09-14,0.83,0.501,0.481,117.999,264204
305,7yj6i3TaFhBvxbLGejrvfw,Cheapest Flight,PREP,2016-01-01,0.676,0.654,0.563,80.003,268461
306,3n5iUh2Z6P7cnWins22W0F,And It Stoned Me - 2013 Remaster,Van Morrison,1970-02,0.593,0.468,0.597,75.798,272160
307,2nmaEzFZrSm2aMLtfJDzyG,Werewolves of London,Warren Zevon,1986-10-07,0.749,0.614,0.878,103.868,208173
308,2Hh5bVMx6OXwnDTExj1qdW,Put Your Life on It,Kasabian,2017-05-05,0.554,0.696,0.646,80.999,276133
309,12v5GBM74fB8WsHJPQRTIe,Nakamarra (feat. Q-Tip),Hiatus Kaiyote,2013-07-12,0.552,0.531,0.324,91.573,275320
310,3JbqwFY5q0ORO3siv5zL3A,Smooth Sailin',Leon Bridges,2015-06-15,0.641,0.721,0.753,67.055,183333
311,4hLk7Bjz1XJWNDiqovvgBW,Sylvia's Mother,Dr. Hook,1972,0.304,0.469,0.576,167.1,228333
312,0bsuSsRatN6sXKTnOMIwBb,Emma,Hot Chocolate,1974,0.633,0.608,0.767,100.625,232040
313,1bNl9932PbUOu7Zw1xe2fR,Point Of View - Radio Edit,DB Boulevard,2018-06-12,0.676,0.715,0.275,129.006,231167
314,2Za2mUwmQoSxWPscaY2vxl,Murder On The Dancefloor,Sophie Ellis-Bextor,2002-01-01,0.734,0.848,0.863,117.31,230013
315,14A0WC84bwDdJsDsy0liBg,O.P. Jebediah,The Dip,2015-04-14,0.448,0.607,0.703,171.066,242773
316,3KkXRkHbMCARz0aVfEt68P,Sunflower - Spider-Man: Into the Spider-Verse,Various Artists,2018-12-14,0.76,0.479,0.913,89.911,158040
317,1hmPyDaLxfscy8AJpJsKJI,Jackie Wilson Said (I'm in Heaven When You Smile),Van Morrison,1972-07,0.566,0.688,0.95,147.274,180520
318,6moqHmwvpLQYVRRj5gN9IE,Tonight Is The Night,Betty Wright,1974,0.719,0.511,0.713,97.484,247387
319,4NSswHrRWNM1AEBG0150nR,Take Me With You (When You Go),The Jayhawks,1992-09-15,0.569,0.515,0.392,129.996,291227
320,09Nlhtnn087cbbhMzuInxy,What Becomes Of The Brokenhearted,Jimmy Ruffin,1989-01-01,0.715,0.423,0.596,98.623,175693
321,76c5cWYXWl3u9pDcltf0aT,Love Is Strange - 2018 Remaster,Wings,1971-12-07,0.821,0.447,0.841,121.912,290453
322,7gaAt6OHP7rMzWSQCPcqN5,One Of Us,Various Artists,2003-01-01,0.488,0.417,0.418,87.634,316160
323,6rAXHPd18PZ6W8m9EectzH,Sorry,Nothing But Thieves,2017-09-08,0.666,0.776,0.518,128.009,214707
324,3cJRYkKHWNwr9CxeTauBCF,Think Twice,FDVM,2015-06-22,0.824,0.551,0.723,119.967,181918
325,0qprlw0jfsW4H9cG0FFE0Z,Cold Little Heart,Michael Kiwanuka,2016-07-15,0.489,0.404,0.153,108.01,597600
326,731gyJNx1zFZld4goxDrRp,Psyche Or Like Scope,Family of the Year,2009-11-17,0.828,0.523,0.953,120.018,277787
327,61E09JBeATUugl9JaEKRIe,Consoler Of The Lonely,The Raconteurs,2008-03-25,0.411,0.82,0.567,99.923,206293
328,0KivcOGF5jtwxKXeSDacDu,Blue Veins,The Raconteurs,2006-05-15,0.361,0.42,0.0697,130.317,232493
329,1nX4VLG50VzERLthNEXWtY,Many Shades of Black,Adele,2008-01-28,0.415,0.71,0.436,95.558,268093
330,5PIz8AMt26DiR4ETPaLV0I,Bad Times,The Presidents Of The United States Of America,2008-03-10,0.604,0.819,0.774,156.423,179760
331,0BWgx1r8QH18QBJPsS7N7F,How To Make Gravy,Paul Kelly,2008-09-05,0.413,0.735,0.428,93.837,267307
332,593bIFR66EpzxOPdgAV7h5,Entre Dos Aguas,Various Artists,2003-01-01,0.443,0.52,0.927,102.81,358440
333,415ivg5cy8Kmri4hsiZDfd,I Got You Babe,Etta James,2015-08-21,0.634,0.79,0.851,99.146,148773
334,4DV2pm2aA7Zvs9Jg94CbG6,Ten Piedad De Mi: Mercy Mercy Me (The Ecology),Ottmar Liebert,1993-07-20,0.702,0.489,0.829,102.12,246440
335,7qPffLgesSFNSKqDykbxMy,Snakecharmer,Ottmar Liebert,1993-07-20,0.786,0.462,0.795,106.118,232000
336,6fxX96lxVXzYH9cDrAooec,Havana Club,Ottmar Liebert,1993-07-20,0.736,0.673,0.915,124.201,250333
337,6UjlpJhUqOQqv0hrb38IDI,Best of My Love,The Emotions,1996,0.764,0.57,0.972,115.376,219933
338,2QrBIUz6Mbmkh5dqcLzTHp,Whole Lotta Shakin' Goin' On,Various Artists,1999-10-08,0.668,0.631,0.64,71.214,164827
339,6NDaYWg85ZnJ3Ae0WkILWh,Let's Call The Whole Thing Off,Ella Fitzgerald,1957-02-25,0.654,0.309,0.599,123.251,251600
340,01ABfcD1InzYAUWUobeGt6,Man Of The Universe,The Teskey Brothers,2019-06-07,0.705,0.858,0.885,108.179,249693
341,3weNRklVDqb4Rr5MhKBR3D,Nuvole Bianche,Ludovico Einaudi,2004-01-01,0.191,0.0582,0.0454,132.614,357707
342,3wPcdx0w6eEB0iv0n2lAN8,The New Day,Greta Van Fleet,2018-10-19,0.655,0.861,0.894,96.411,224827
343,0iYBNrznkCwhN3xCmNVJpo,You're The One,Greta Van Fleet,2018-10-19,0.553,0.807,0.575,151.916,266933
344,5FVd6KXrgO9B3JPmC8OPst,Do I Wanna Know?,Arctic Monkeys,2013-09-09,0.548,0.532,0.405,85.03,272394
345,6SoVI1qSkmyJG95BF5oFtR,Psychic City - Classixx Remix,YACHT,2009,0.894,0.569,0.827,110.005,251381
346,37PW5zbkDIya8arHEHEo6q,Yellow Mellow,Ocean Alley,2013-09-08,0.493,0.852,0.499,86.309,225656
347,3awlW6flEG4juGnGCduWw9,So Lonely - Remastered 2003,The Police,1978-11-02,0.541,0.571,0.73,77.335,288250
348,0dCr3qIupWh36ilLjRHi4P,Virtual Insanity - Remastered,Jamiroquai,2006-11-06,0.651,0.946,0.508,91.911,228333
349,5FH2dK89RFAs293DDuV31z,The Wanderings of The Avener - Continuous Mix,The Avener,2015-02-20,0.516,0.726,0.481,119.531,3250760
350,3uvEsp3LWHowImpBbZnAtS,Rock and Roll Doctor,Little Feat,1974,0.512,0.532,0.846,75.75,178667
351,7h72GtSgudF2uCQARikDmz,Fish In The Sea,Fat Freddy's Drop,2015-10-23,0.778,0.544,0.305,109.994,595218
352,2IBJHglp50a8GxonbKrnPf,Bobby Brown Goes Down,Frank Zappa,2016-05-27,0.598,0.564,0.781,136.453,169053
353,5h0Jgt873QtgL6nJRBGfT6,That's Life (feat. Mac Miller & Sia),88-Keys,2019-06-20,0.525,0.774,0.526,154.192,202391
354,2LUTN2pDXUplYlc7WjE1Mm,Money (with Tom Misch),Michael Kiwanuka,2019-06-18,0.774,0.419,0.644,118.008,291569
355,76AqgNyZJ8O7xNTK47v6RI,Cajun Moon (feat. Cissy Housten),Herbie Mann,1976,0.761,0.436,0.839,92.241,375947
356,0RWfJqoxleisTFjWooQwoX,Tightrope,The Stone Roses,1994-12-05,0.446,0.425,0.412,80.587,264133
357,0pVEx8AcTpuK4OYXziesGF,California Dreamin',Bobby Womack,2008-01-01,0.468,0.529,0.613,111.638,188053
358,6gTrbqZnyljwXdYQTyBkSx,You Make Me Feel Like Dancing - Remastered,Leo Sayer,1976,0.728,0.718,0.733,95.922,219467
359,1KtX1dTxrZAz8CtInqz9Fn,Only For You,Heartless Bastards,2012-11-26,0.677,0.645,0.765,82.017,308067
360,7wHJAlpm3g4xjECoW6OQKU,Life In The City,The Lumineers,2019-05-17,0.743,0.57,0.273,97.005,231360
361,75ZZuV6Y954ONtyoQboey1,Gloria,The Lumineers,2019-05-17,0.523,0.714,0.659,78.211,216120
362,2zhfCGN6y15c4ArUHXi9g7,This Feeling,Alabama Shakes,2015-04-17,0.626,0.333,0.318,130.835,268854
363,6AQGlm2uDrOVXPVJE4hrNu,Lost In My Mind,The Head and the Heart,2010,0.372,0.542,0.384,95.34,259120
364,4CItYPcJYOWN2U5NYgkHx4,Pasta,Angie McMahon,2019-03-07,0.458,0.452,0.395,140.665,278453
365,7a90gal9tr3yS8bEXUvu8D,A Song For The Lovers,Richard Ashcroft,2000-01-01,0.389,0.923,0.49,154.127,326160
366,1SKPmfSYaPsETbRHaiA18G,Somewhere Only We Know,Keane,2004-01-01,0.448,0.665,0.304,172.004,237147
367,0yac0FPhLRH9i9lOng3f81,Everybody's Changing,Keane,2004-01-01,0.517,0.839,0.416,94.016,215880
368,6IVlHRrjTKep5SS9kbcpTa,This Is The Last Time,Keane,2004-01-01,0.522,0.827,0.335,131.691,208787
369,50GQrTJ85qG7wSPoGjvuCM,Ballad Of Peter Pumpkinhead - 2001 Remaster,XTC,1992,0.574,0.942,0.598,122.766,302000
370,54DIzLw4LLxB3n1XiiQftU,Age Of Man,Greta Van Fleet,2018-10-19,0.46,0.601,0.247,136.912,366187
371,32BEasyNQgqXQJKoVa0fUw,Black Smoke Rising,Greta Van Fleet,2017-11-10,0.558,0.903,0.572,100.029,259893
372,3YMcQhVh3m6yQ46wIoVhiv,Meet Me in the Woods,Lord Huron,2015-04-06,0.543,0.925,0.593,80.501,262209
373,0SFq19lgG4qbQAZaNZ3xhO,Movement,Hozier,2019-03-01,0.381,0.502,0.147,144.3,237800
374,5bWLIVKl5UrbQ2xEGfAXOK,The Day We Caught The Train,Ocean Colour Scene,2001-01-01,0.521,0.727,0.566,88.983,191640
375,1fiDe8sb2DMEU4JGPOIEB1,Don't Dream It's Over,Crowded House,2010-01-01,0.443,0.732,0.489,80.769,238363
376,1XDgeeNIbwXobo7EkcLa2u,Give A Little Bit,Supertramp,1977-01-01,0.533,0.822,0.463,91.353,248173
377,5DiXcVovI0FcY2s0icWWUu,Mr. Jones,Counting Crows,1993-01-01,0.578,0.817,0.726,141.621,272293
378,3McTMWRxp6WHpShv9iQEXF,Don't Get Me Wrong,Pretenders,2000,0.46,0.953,0.843,203.534,228200
379,2ibgPP8y0Db44RchTrmRgZ,Let Me Live / Let Me Die,Des Rocs,2018-11-02,0.51,0.759,0.237,91.123,207142
380,36PQh1G6h7n9VWB799fXpI,Darling,Real Estate,2017-03-17,0.596,0.894,0.572,132.994,260387
381,7GSCMV1NIEYXDeMwjgM6vf,One Day,Major Murphy,2018-02-22,0.754,0.528,0.871,102.981,229913
382,4s3svkdgATNQ0w1hXPLK5a,Janglin,Edward Sharpe & The Magnetic Zeros,2009-07-14,0.578,0.688,0.36,123.911,229600
383,35QAUfIbfIXT3p3cWhaKxZ,California,The Lagoons,2016-08-02,0.786,0.686,0.542,119.997,261773
384,7412fpVfB2PSSb1nENQczC,Sheep,Mt. Joy,2017-01-18,0.498,0.502,0.286,81.169,215180
385,3i85UIF4nR7qZXTnEwqdPr,Changes,Charles Bradley,2016-04-01,0.41,0.449,0.307,148.119,342999
386,2v5f1poqSuqkNzHOQD4Ej7,Old Habits Die Hard,Mick Jagger,2004-01-01,0.608,0.866,0.359,110.026,267627
387,30yn7KuCLbXGCXxjsB0C8K,Super Duper Love,Joss Stone,2003-01-01,0.69,0.767,0.668,187.993,260013
388,3yrSvpt2l1xhsV9Em88Pul,Brown Eyed Girl,Van Morrison,1967-09,0.491,0.583,0.907,150.572,183307
389,6qH6xP8tzxvZlCcmHit4AL,Inspiration Information,Shuggie Otis,1974,0.805,0.654,0.842,89.738,252293
390,1WhxsTVjptKEv4vqHspo2t,Why Did You Do It - One Two Jazz Mix,Stretch,2010-11-26,0.797,0.424,0.88,98.421,471507
391,0DJnqFhVWoTDs58JPem5Zh,Something Got Me Started - Remastered,Simply Red,1991,0.698,0.91,0.715,112.112,240706
392,2qMgxFdqFDjPbNG8YOKmG3,2+1 (feat. Kylie Auldist),Lance Ferguson,2017-08-04,0.656,0.734,0.662,96.045,250209
393,4o4NCu0rs6BtQu7YDZHZ76,Homesick,The Marcus King Band,2018-10-05,0.512,0.703,0.848,81.08,384373
394,2xQJwReGvxioWM9jeehAEh,Always There,Greta Van Fleet,2019-09-06,0.399,0.881,0.37,172.634,322000
395,5FfVwgKhGcehzx555DZFXj,Funk #49,James Gang,1973-03-12,0.666,0.948,0.842,91.577,235293
396,3KG03fcha5gJBLyze9919W,30 Days In The Hole,Humble Pie,1972-01-01,0.605,0.482,0.831,119.819,237267
397,5MOnHWqqMdZft289Mt7mpj,How to Make Gravy,Paul Kelly,2008-09-05,0.413,0.735,0.428,93.837,267307
398,42cxPm9jgbaxIVN77XA1m6,Tender,Blur,1998-03-15,0.587,0.566,0.529,76.054,461947
399,47eTImOdtmthXkvWiQO1PE,Black Coffee,Humble Pie,1973-01-01,0.441,0.388,0.563,146.026,191333
